balance,annual_interest_rate,interest_rate_type,repayment_term,monthly_payment,account_update_date,account_type_id,users_id,,,
4436.43,3.36,Fixed,,,6/1/2020 19:02,14,97,,,
42880.07,5.99,Float,56,20,6/1/2020 19:04,4,158,,,
157639.32,0.68,Fixed,,,6/1/2020 19:07,13,330,,,
157699.73,1.38,Fixed,,,6/1/2020 21:02,13,212,,,
362187.39,,,,,6/1/2020 21:34,9,112,,,
120657.23,,,,,6/1/2020 22:01,8,689,,,
16518.32,4.5,Float,7,90,6/1/2020 22:59,5,580,,,
18072.33,6.58,Float,45,75,6/1/2020 23:21,5,56,,,
142479.56,4.64,Fixed,206,96,6/1/2020 23:21,4,56,,,
97904.69,,,,,6/1/2020 23:21,7,56,,,
8574.04,,,,,6/1/2020 23:21,12,56,,,
160476.57,,,,,6/1/2020 23:48,9,978,,,
3896.14,,,,,6/1/2020 23:48,12,978,,,
189006.55,2.2,Fixed,,,6/1/2020 23:48,13,978,,,
3454.27,6.22,Fixed,46,78,6/1/2020 23:48,3,978,,,
61045.75,8.03,Float,113,27,6/2/2020 3:07,4,971,,,
17289.69,,,,,6/2/2020 3:07,10,971,,,
132869.98,4,Float,161,44,6/2/2020 3:07,4,971,,,
84259.73,,,,,6/2/2020 3:07,9,971,,,
1194.09,,,,,6/2/2020 3:07,12,971,,,
"252,043.63",5.6,Fixed,271,25,6/2/2020 3:31,2,567,,,
59218.17,,,,,6/2/2020 3:44,7,247,,,
2093.87,,,,,6/2/2020 3:56,12,719,,,
119422.54,,,,,6/2/2020 4:20,7,407,,,
4985.3,,,,,6/2/2020 4:32,12,651,,,
243379.14,1.37,Float,,,6/2/2020 4:32,13,651,,,
4210.84,,,,,6/2/2020 4:56,12,910,,,
394.05,,,,,6/2/2020 5:14,12,949,,,
"585,984.83",2,Float,157,23,6/2/2020 6:17,2,914,,,
34077.95,,,,,6/2/2020 8:15,7,956,,,
"354,046.16",4.9,Float,93,43,6/2/2020 8:19,2,702,,,
45616.94,,,,,6/2/2020 9:00,11,756,,,
108302.73,,,,,6/2/2020 11:55,7,850,,,
120630.22,7.57,Fixed,25,42,6/2/2020 11:55,4,850,,,
"590,896.90",5.98,Float,222,55,6/2/2020 11:55,2,850,,,
25518.44,1.57,Float,,,6/2/2020 11:55,13,850,,,
8829.48,,,,,6/2/2020 11:55,12,850,,,
120709.06,,,,,6/2/2020 11:55,7,850,,,
34855.68,,,,,6/2/2020 11:55,10,850,,,
46234.69,,,,,6/2/2020 12:26,7,872,,,
319019.64,,,,,6/2/2020 13:47,9,282,,,
44182.81,0.97,Float,,,6/2/2020 14:47,13,866,,,
6877.58,,,,,6/2/2020 15:46,12,990,,,
98476.78,0.71,Float,,,6/2/2020 16:14,13,690,,,
3288.25,,,,,6/2/2020 16:24,11,738,,,
5347.97,19.73,Fixed,,,6/2/2020 17:59,6,932,,,
12613.63,23.05,Float,,,6/2/2020 18:36,6,596,,,
"738,453.95",2.47,Float,116,58,6/2/2020 19:27,2,666,,,
5952.02,14.3,Fixed,,,6/2/2020 19:53,6,87,,,
50027.92,0.9,Float,,,6/2/2020 19:56,13,922,,,
9128.87,,,,,6/2/2020 21:08,12,703,,,
22473.85,2.53,Fixed,38,67,6/2/2020 21:16,1,539,,,
1227.75,26.87,Float,,,6/2/2020 23:02,6,381,,,
"434,100.84",0.9,Float,172,22,6/2/2020 23:16,2,28,,,
88737.38,0.13,Fixed,,,6/2/2020 23:16,13,28,,,
16889.29,,,,,6/3/2020 1:19,7,345,,,
2512.57,14.39,Fixed,,,6/3/2020 1:50,6,315,,,
"613,166.66",3.9,Fixed,145,44,6/3/2020 1:50,2,315,,,
3114.67,,,,,6/3/2020 1:50,12,315,,,
36666.19,5.03,Fixed,7,91,6/3/2020 2:15,4,531,,,
7268.06,,,,,6/3/2020 2:15,12,531,,,
57059.01,,,,,6/3/2020 2:15,7,531,,,
64145.89,,,,,6/3/2020 2:15,7,531,,,
132330.6,1.23,Float,,,6/3/2020 2:15,13,531,,,
5336.62,22.92,Float,,,6/3/2020 2:40,6,661,,,
149382.02,4.7,Fixed,238,18,6/3/2020 2:41,4,878,,,
37394.54,,,,,6/3/2020 2:41,7,878,,,
135.03,,,,,6/3/2020 2:41,12,878,,,
4173.3,8.55,Float,35,6,6/3/2020 2:41,3,878,,,
209983.72,0.14,Fixed,,,6/3/2020 2:41,13,878,,,
385041.93,,,,,6/3/2020 2:46,9,95,,,
39274.57,4.32,Fixed,22,77,6/3/2020 2:46,4,95,,,
191525,8.1,Fixed,181,84,6/3/2020 2:46,4,95,,,
6501.49,,,,,6/3/2020 2:46,12,95,,,
"744,086.00",5.7,Fixed,73,39,6/3/2020 3:07,2,949,,,
160011.11,0.46,Float,,,6/3/2020 5:16,13,227,,,
2103,6.58,Float,7,40,6/3/2020 6:22,5,532,,,
196268.04,,,,,6/3/2020 7:03,9,522,,,
4760.12,,,,,6/3/2020 7:03,12,522,,,
56561.44,1.92,Float,,,6/3/2020 7:03,13,522,,,
386415.68,,,,,6/3/2020 7:03,9,522,,,
659.25,3.87,Fixed,,,6/3/2020 7:03,14,522,,,
31016.79,1.76,Float,,,6/3/2020 7:55,13,141,,,
60991.65,,,,,6/3/2020 7:55,7,141,,,
"136,880.93",4.28,Fixed,205,16,6/3/2020 7:55,2,141,,,
9855.29,,,,,6/3/2020 7:55,12,141,,,
124845.44,,,,,6/3/2020 9:51,7,364,,,
8094.96,,,,,6/3/2020 9:51,12,364,,,
13884.14,29.88,Float,,,6/3/2020 9:51,6,364,,,
7882.79,,,,,6/3/2020 9:51,9,364,,,
80320.72,1.2,Float,,,6/3/2020 9:51,13,364,,,
113500.65,0.47,Float,,,6/3/2020 11:00,13,139,,,
3736.42,16.85,Float,,,6/3/2020 11:00,6,139,,,
"61,692.23",2.34,Float,113,21,6/3/2020 11:00,2,139,,,
2760.86,,,,,6/3/2020 11:00,12,139,,,
61760.36,8.34,Float,183,23,6/3/2020 11:00,4,139,,,
196518.44,1.12,Fixed,,,6/3/2020 11:38,13,975,,,
4675.74,4.14,Float,37,72,6/3/2020 12:02,5,846,,,
108325.76,0.63,Fixed,,,6/3/2020 12:07,13,306,,,
22733.36,6.43,Float,75,31,6/3/2020 12:16,4,492,,,
13977.68,23.32,Float,,,6/3/2020 12:47,6,939,,,
5328.24,13.6,Float,,,6/3/2020 12:52,6,724,,,
7990.73,,,,,6/3/2020 12:52,12,724,,,
167369.88,4.1,Float,217,56,6/3/2020 12:52,4,724,,,
903.94,,,,,6/3/2020 13:26,12,496,,,
8518.75,,,,,6/3/2020 13:33,12,763,,,
35046.78,1.88,Float,,,6/3/2020 13:58,13,223,,,
8749.04,17.04,Fixed,,,6/3/2020 13:58,6,223,,,
21271.46,6.26,Float,26,66,6/3/2020 13:58,5,223,,,
243157.19,1.17,Float,,,6/3/2020 18:52,13,672,,,
225703.7,0.19,Fixed,,,6/3/2020 20:23,13,32,,,
10770.02,,,,,6/3/2020 20:23,7,32,,,
1365.11,,,,,6/3/2020 20:23,12,32,,,
14928.16,27,Float,,,6/3/2020 20:56,6,85,,,
134903.64,0.94,Fixed,,,6/3/2020 23:24,13,336,,,
18117.08,3.23,Fixed,,,6/3/2020 23:52,14,947,,,
65860.28,,,,,6/4/2020 1:11,9,513,,,
18906.12,5.25,Float,4,10,6/4/2020 1:25,4,190,,,
91104.62,4.07,Float,149,41,6/4/2020 1:58,4,956,,,
50174.48,,,,,6/4/2020 4:25,7,374,,,
5255.15,,,,,6/4/2020 5:03,12,525,,,
"50,899.93",1.23,Float,348,85,6/4/2020 5:21,2,739,,,
95927.42,5.03,Fixed,144,74,6/4/2020 6:15,4,297,,,
248446.76,1.29,Fixed,,,6/4/2020 8:29,13,667,,,
24647.03,1.82,Fixed,,,6/4/2020 9:56,14,232,,,
2127.47,,,,,6/4/2020 11:03,12,821,,,
1308.89,5.45,Float,11,41,6/4/2020 12:32,3,799,,,
9452.01,10.71,Fixed,,,6/4/2020 13:08,6,998,,,
9703.55,,,,,6/4/2020 13:40,12,36,,,
97648.42,1.72,Float,,,6/4/2020 15:25,13,386,,,
185139.11,,,,,6/4/2020 15:25,8,386,,,
1412.54,,,,,6/4/2020 15:25,12,386,,,
368980.87,,,,,6/4/2020 15:25,9,386,,,
11596.6,6.16,Fixed,2,44,6/4/2020 15:57,5,99,,,
101597.08,8.29,Float,95,1,6/4/2020 16:20,4,302,,,
21198.71,6.13,Float,15,14,6/4/2020 16:20,5,302,,,
15765.96,,,,,6/4/2020 21:32,7,991,,,
27954.16,,,,,6/4/2020 21:53,7,157,,,
15521.44,1.85,Fixed,,,6/4/2020 21:53,13,157,,,
2601.42,27.71,Fixed,,,6/4/2020 21:53,6,157,,,
148667.84,3.54,Fixed,133,13,6/4/2020 21:53,4,157,,,
77542.37,,,,,6/4/2020 21:53,7,157,,,
8999.6,,,,,6/4/2020 21:53,12,157,,,
87762.39,7.03,Fixed,163,68,6/4/2020 21:53,4,157,,,
138269.63,,,,,6/4/2020 22:12,9,188,,,
204350,0.73,Fixed,,,6/4/2020 22:17,13,190,,,
4262.14,,,,,6/4/2020 22:56,12,230,,,
18548.27,2.19,Fixed,,,6/5/2020 0:40,13,476,,,
23326.87,3.73,Float,19,63,6/5/2020 2:24,5,604,,,
114849.36,,,,,6/5/2020 5:07,9,752,,,
89277.83,,,,,6/5/2020 6:45,9,526,,,
39568.65,8.46,Float,180,87,6/5/2020 6:53,4,344,,,
2791.83,,,,,6/5/2020 7:46,12,980,,,
3356.87,17.62,Float,,,6/5/2020 8:11,6,501,,,
190.2,,,,,6/5/2020 8:11,12,501,,,
14565.98,20.27,Float,,,6/5/2020 8:11,6,501,,,
305602.1,,,,,6/5/2020 8:35,9,69,,,
"344,605.83",3.31,Float,112,1,6/5/2020 9:28,2,388,,,
40545.39,,,,,6/5/2020 9:55,7,665,,,
358940.13,,,,,6/5/2020 10:32,9,885,,,
5233.37,,,,,6/5/2020 13:12,12,343,,,
147915.75,,,,,6/5/2020 14:17,9,42,,,
243359.6,1.07,Float,,,6/5/2020 14:17,13,42,,,
3131.56,19.67,Float,,,6/5/2020 15:26,6,24,,,
161770.54,1.8,Float,,,6/5/2020 16:30,13,851,,,
69212.9,0.76,Float,,,6/5/2020 17:09,13,370,,,
417367.88,,,,,6/5/2020 18:34,9,668,,,
"576,845.42",1.41,Fixed,86,59,6/5/2020 19:06,2,572,,,
302099.51,,,,,6/5/2020 19:06,9,572,,,
172075.44,1.42,Float,,,6/5/2020 19:06,13,572,,,
1950.4,,,,,6/5/2020 19:06,12,572,,,
5064.1,3.81,Fixed,23,40,6/5/2020 19:06,5,572,,,
68545.15,7.53,Float,82,66,6/5/2020 19:06,4,572,,,
72779.94,2.23,Fixed,,,6/5/2020 20:56,13,52,,,
113499.11,4.07,Float,154,21,6/5/2020 20:56,4,52,,,
110666.49,,,,,6/5/2020 20:56,7,52,,,
6321.22,,,,,6/5/2020 20:56,12,52,,,
73753.67,,,,,6/5/2020 20:56,7,52,,,
126964,3.8,Fixed,82,14,6/5/2020 21:22,4,193,,,
3214.15,13.75,Fixed,,,6/5/2020 21:34,6,64,,,
18379.88,,,,,6/5/2020 23:27,11,286,,,
139539.58,,,,,6/5/2020 23:48,9,628,,,
102766.92,3.28,Float,128,11,6/6/2020 1:14,4,212,,,
1468.7,,,,,6/6/2020 1:23,7,527,,,
41160.27,,,,,6/6/2020 1:23,10,527,,,
221517.98,1.16,Float,,,6/6/2020 1:23,13,527,,,
171693.53,,,,,6/6/2020 1:23,9,527,,,
12704.07,3.76,Fixed,37,45,6/6/2020 1:23,5,527,,,
362780.73,,,,,6/6/2020 1:23,9,527,,,
8043.92,,,,,6/6/2020 1:23,12,527,,,
5669.84,,,,,6/6/2020 1:49,12,232,,,
33939.63,8.47,Float,229,25,6/6/2020 4:50,4,943,,,
12726.31,22.88,Float,,,6/6/2020 6:28,6,283,,,
106255,0.97,Float,,,6/6/2020 6:28,13,283,,,
21065.19,4.26,Fixed,232,19,6/6/2020 6:28,4,283,,,
55207.71,,,,,6/6/2020 6:28,7,283,,,
9619.79,,,,,6/6/2020 6:28,12,283,,,
180777.99,2.47,Fixed,,,6/6/2020 10:20,13,186,,,
51497.43,,,,,6/6/2020 10:20,9,186,,,
2481.05,,,,,6/6/2020 10:20,12,186,,,
7949.82,,,,,6/6/2020 10:46,12,696,,,
282104.14,,,,,6/6/2020 10:53,9,629,,,
173095.93,0.82,Float,,,6/6/2020 10:53,13,629,,,
8020.55,,,,,6/6/2020 10:53,12,629,,,
376782.21,,,,,6/6/2020 10:53,9,629,,,
8777.06,27.45,Fixed,,,6/6/2020 10:53,6,629,,,
1411.87,,,,,6/6/2020 11:16,12,513,,,
9136.6,,,,,6/6/2020 11:25,12,5,,,
3736.87,25.78,Float,,,6/6/2020 13:17,6,537,,,
198681.09,6,Float,78,82,6/6/2020 13:47,4,51,,,
224585.86,1.07,Float,,,6/6/2020 13:48,13,129,,,
85970.05,0.55,Fixed,,,6/6/2020 14:08,13,333,,,
1309.77,,,,,6/6/2020 17:19,12,269,,,
171231.74,3.76,Fixed,165,76,6/6/2020 17:19,4,269,,,
199807.71,0.58,Fixed,,,6/6/2020 17:19,13,269,,,
112072.55,,,,,6/6/2020 18:08,7,9,,,
21.82,,,,,6/6/2020 18:08,12,9,,,
39866.26,,,,,6/6/2020 19:10,7,431,,,
4660.01,,,,,6/6/2020 19:10,12,431,,,
740.11,4.95,Fixed,14,50,6/6/2020 19:10,5,431,,,
91852.59,,,,,6/6/2020 19:10,7,431,,,
13031.14,,,,,6/6/2020 19:10,10,431,,,
6757.59,18.57,Fixed,,,6/6/2020 19:10,6,431,,,
168313.58,,,,,6/6/2020 22:08,9,410,,,
10475.1,29.9,Fixed,,,6/6/2020 22:30,6,464,,,
2239.77,,,,,6/7/2020 0:33,12,630,,,
291.3,4.99,Float,51,19,6/7/2020 0:51,5,839,,,
7602.06,,,,,6/7/2020 1:20,12,601,,,
132859.43,3.38,Float,104,41,6/7/2020 1:20,4,601,,,
9127.32,28.66,Fixed,,,6/7/2020 1:20,6,601,,,
"515,839.12",2.79,Float,300,20,6/7/2020 1:20,2,601,,,
13504.19,6.19,Float,3,15,6/7/2020 1:20,5,601,,,
73096.87,,,,,6/7/2020 1:20,10,601,,,
104412.87,,,,,6/7/2020 1:20,7,601,,,
77711.05,,,,,6/7/2020 1:40,8,361,,,
183836.16,7.04,Float,47,79,6/7/2020 3:04,4,597,,,
347280.12,,,,,6/7/2020 3:34,8,692,,,
8087.83,4.05,Float,22,15,6/7/2020 5:56,5,164,,,
142859.01,0.1,Float,,,6/7/2020 5:56,13,164,,,
97806.27,4.72,Float,204,38,6/7/2020 5:56,4,164,,,
96989.17,,,,,6/7/2020 5:56,7,164,,,
6958.43,,,,,6/7/2020 5:56,12,164,,,
1784.22,,,,,6/7/2020 6:04,12,738,,,
383.47,15.58,Fixed,,,6/7/2020 7:13,6,766,,,
79661.11,2.02,Fixed,,,6/7/2020 9:16,13,742,,,
35475.61,,,,,6/7/2020 9:31,10,812,,,
398488.39,,,,,6/7/2020 10:34,9,334,,,
18232.15,3.1,Fixed,196,43,6/7/2020 11:23,4,485,,,
9528.77,,,,,6/7/2020 11:25,12,637,,,
4568.06,13.37,Fixed,,,6/7/2020 11:32,6,474,,,
9569.02,16.45,Float,,,6/7/2020 11:39,6,244,,,
54931.35,,,,,6/7/2020 12:53,7,935,,,
28731.33,8.03,Fixed,219,18,6/7/2020 13:13,4,896,,,
95898.32,0.8,Fixed,,,6/7/2020 15:07,13,36,,,
"573,007.26",1.46,Float,255,97,6/7/2020 15:21,2,878,,,
177082.19,0.66,Float,,,6/7/2020 16:03,13,748,,,
93951.69,1.9,Float,,,6/7/2020 16:12,13,858,,,
79304.16,,,,,6/7/2020 17:23,9,68,,,
2038.74,16.14,Float,,,6/7/2020 18:04,6,759,,,
77359.31,6.89,Float,147,28,6/7/2020 20:34,4,902,,,
205531.41,2.38,Float,,,6/7/2020 20:34,13,902,,,
26822.98,,,,,6/7/2020 20:34,11,902,,,
4162.47,,,,,6/7/2020 20:34,12,902,,,
147356.41,,,,,6/7/2020 21:37,7,667,,,
2887.38,7.01,Float,44,58,6/7/2020 21:44,3,948,,,
11936.53,24.19,Float,,,6/7/2020 21:44,6,948,,,
6976.97,,,,,6/7/2020 21:44,12,948,,,
2041.61,4.57,Float,58,33,6/7/2020 21:59,5,802,,,
81779.08,,,,,6/7/2020 22:29,9,231,,,
3929.16,3.27,Float,18,6,6/7/2020 22:30,5,45,,,
6057.38,13.32,Fixed,,,6/7/2020 23:33,6,644,,,
5961.45,,,,,6/7/2020 23:33,12,644,,,
290475.1,,,,,6/7/2020 23:33,9,644,,,
165319.59,5.12,Fixed,42,26,6/7/2020 23:46,4,57,,,
12981.11,3.31,Fixed,47,19,6/7/2020 23:46,5,57,,,
1337.86,,,,,6/8/2020 1:31,12,79,,,
320026.4,,,,,6/8/2020 1:31,9,79,,,
106252.27,,,,,6/8/2020 1:31,7,79,,,
23974.51,6.38,Fixed,25,45,6/8/2020 1:31,5,79,,,
68228.7,0.36,Float,,,6/8/2020 1:31,13,79,,,
54135.35,3.26,Float,214,10,6/8/2020 1:31,4,79,,,
"343,454.00",5.65,Float,111,86,6/8/2020 1:31,2,79,,,
5985.27,4.06,Fixed,10,73,6/8/2020 1:33,5,24,,,
390751.13,,,,,6/8/2020 2:25,9,916,,,
196189.01,1.65,Fixed,,,6/8/2020 3:00,13,421,,,
86682.34,,,,,6/8/2020 3:08,9,731,,,
"162,087.44",2.04,Fixed,74,66,6/8/2020 3:38,2,438,,,
243038.15,2.34,Float,,,6/8/2020 8:27,13,366,,,
33355.91,,,,,6/8/2020 9:34,10,81,,,
6250.8,,,,,6/8/2020 11:23,12,670,,,
5979.33,,,,,6/8/2020 13:55,12,477,,,
5376.35,25.13,Fixed,,,6/8/2020 14:30,6,50,,,
67199.06,,,,,6/8/2020 15:15,10,332,,,
5901.21,,,,,6/8/2020 16:11,12,248,,,
97305.9,0.39,Fixed,,,6/8/2020 16:11,13,248,,,
129650.45,,,,,6/8/2020 16:11,7,248,,,
159094,,,,,6/8/2020 16:11,8,248,,,
143970.63,1.58,Fixed,,,6/8/2020 17:52,13,1,,,
5608.41,,,,,6/8/2020 19:34,12,223,,,
69644.65,,,,,6/8/2020 19:40,10,785,,,
135902.28,4.65,Fixed,158,59,6/8/2020 21:25,4,216,,,
76062.42,0.94,Float,,,6/8/2020 22:00,13,508,,,
1135.65,,,,,6/8/2020 22:38,12,950,,,
151806.72,2.45,Float,,,6/8/2020 22:44,13,58,,,
193118.11,0.16,Float,,,6/8/2020 22:55,13,617,,,
6866.66,0.08,Fixed,,,6/9/2020 0:07,12,607,,,
90404.27,0.8,Float,,,6/9/2020 2:53,13,543,,,
5101.58,1.73,Fixed,,,6/9/2020 5:18,14,573,,,
39399.46,,,,,6/9/2020 5:18,10,573,,,
29291.87,2.07,Fixed,,,6/9/2020 5:18,13,573,,,
68937.71,1.78,Fixed,,,6/9/2020 7:43,13,99,,,
3746,,,,,6/9/2020 8:35,12,780,,,
46373.62,2.36,Fixed,,,6/9/2020 9:15,13,178,,,
5183.95,5.35,Fixed,30,93,6/9/2020 9:52,5,456,,,
135891.95,,,,,6/9/2020 11:03,7,116,,,
113640.88,,,,,6/9/2020 11:06,9,894,,,
22343.67,3.35,Float,27,44,6/9/2020 11:23,5,406,,,
122518.33,0.11,Float,,,6/9/2020 11:23,13,406,,,
8801.68,,,,,6/9/2020 11:23,12,406,,,
8545.06,22.05,Float,,,6/9/2020 11:23,6,406,,,
11266.86,4.95,Float,198,25,6/9/2020 11:27,4,874,,,
62230.93,,,,,6/9/2020 15:49,11,188,,,
233653.55,1.4,Float,,,6/9/2020 16:09,13,642,,,
23389.82,,,,,6/9/2020 16:25,10,342,,,
9825.26,,,,,6/9/2020 18:44,12,469,,,
"551,962.75",4.52,Fixed,160,22,6/9/2020 18:44,2,469,,,
62474.83,,,,,6/9/2020 18:44,10,469,,,
102081.73,0.84,Float,,,6/9/2020 18:44,13,469,,,
24079.65,,,,,6/9/2020 18:44,7,469,,,
128153.37,2.42,Float,,,6/9/2020 18:53,13,542,,,
783.51,,,,,6/9/2020 19:05,12,652,,,
56203.07,,,,,6/9/2020 20:41,10,614,,,
107351.85,6.25,Float,195,96,6/9/2020 20:41,4,614,,,
141162.82,6.66,Float,182,21,6/9/2020 20:41,4,614,,,
12662.39,25.78,Float,,,6/9/2020 20:41,6,614,,,
4102.59,2.43,Fixed,,,6/9/2020 20:41,13,614,,,
20481.67,4.27,Fixed,32,91,6/9/2020 20:41,5,614,,,
10392.73,23.8,Fixed,,,6/9/2020 20:41,6,614,,,
90811.63,4.38,Fixed,146,34,6/9/2020 20:41,4,858,,,
23531.82,6.5,Fixed,13,4,6/9/2020 23:21,5,404,,,
85072.18,1.57,Fixed,,,6/9/2020 23:21,13,404,,,
40801.18,,,,,6/9/2020 23:21,9,404,,,
9049.06,,,,,6/9/2020 23:47,12,331,,,
175707.03,1.21,Fixed,,,6/10/2020 0:35,13,623,,,
134556.26,3.24,Fixed,107,10,6/10/2020 1:56,4,374,,,
130768.42,1.85,Fixed,,,6/10/2020 2:22,13,637,,,
161545.21,1.16,Fixed,,,6/10/2020 2:26,13,544,,,
1324.69,,,,,6/10/2020 2:26,12,544,,,
243872.62,,,,,6/10/2020 5:57,8,425,,,
"634,634.70",4.77,Float,337,90,6/10/2020 6:48,2,85,,,
3201.34,,,,,6/10/2020 7:00,12,802,,,
14330.48,16.37,Float,,,6/10/2020 8:18,6,276,,,
"658,032.03",2.13,Fixed,292,76,6/10/2020 8:27,2,335,,,
7823.74,,,,,6/10/2020 12:15,12,791,,,
"382,225.92",5.62,Float,69,60,6/10/2020 13:32,2,185,,,
153614.24,2.41,Fixed,,,6/10/2020 13:32,13,316,,,
355799.6,,,,,6/10/2020 14:10,9,926,,,
36436.97,5.18,Float,98,54,6/10/2020 15:59,4,523,,,
3157.24,19.99,Float,,,6/10/2020 16:48,6,64,,,
139424.83,2.13,Float,,,6/10/2020 17:24,13,820,,,
"732,506.85",2.5,Fixed,4,48,6/10/2020 17:36,2,947,,,
136297.73,4.73,Fixed,11,26,6/10/2020 18:02,4,933,,,
49932.98,1.33,Fixed,,,6/10/2020 18:25,13,972,,,
123542.76,,,,,6/10/2020 19:51,9,489,,,
93247.74,,,,,6/10/2020 21:19,7,548,,,
145022.54,,,,,6/10/2020 21:26,7,435,,,
6967.25,17.1,Fixed,,,6/10/2020 23:07,6,432,,,
36339.28,,,,,6/10/2020 23:28,9,163,,,
6474.68,4.08,Float,35,63,6/10/2020 23:28,5,163,,,
1160.27,18.26,Float,,,6/10/2020 23:28,6,163,,,
146131.42,7.42,Fixed,100,51,6/10/2020 23:28,4,163,,,
45827.94,,,,,6/10/2020 23:28,10,163,,,
161254.82,1.41,Fixed,,,6/11/2020 1:51,13,605,,,
42927.85,4.82,Fixed,114,57,6/11/2020 1:51,4,431,,,
6898.18,4.72,Fixed,168,41,6/11/2020 3:26,4,179,,,
4997.1,29.64,Fixed,,,6/11/2020 4:22,6,913,,,
55070.76,5.11,Float,104,35,6/11/2020 5:53,4,972,,,
7719.66,29.91,Fixed,,,6/11/2020 5:59,6,911,,,
128771.79,1.23,Fixed,,,6/11/2020 5:59,13,911,,,
2793.45,29.14,Float,,,6/11/2020 5:59,6,911,,,
67976.54,6.96,Fixed,98,52,6/11/2020 6:23,4,517,,,
139744.18,2.49,Float,,,6/11/2020 6:23,13,517,,,
5615.78,,,,,6/11/2020 6:23,12,517,,,
5269.37,,,,,6/11/2020 7:58,12,234,,,
400883.07,,,,,6/11/2020 8:18,9,883,,,
6189.49,,,,,6/11/2020 8:18,12,883,,,
13833.31,23.32,Fixed,,,6/11/2020 8:18,6,883,,,
9475.21,,,,,6/11/2020 8:18,11,883,,,
236654.71,0.1,Float,,,6/11/2020 8:18,13,883,,,
"456,557.30",4.6,Float,307,46,6/11/2020 8:18,2,883,,,
82221.35,1.59,Float,,,6/11/2020 8:47,13,621,,,
58704.67,1.36,Float,,,6/11/2020 9:00,13,981,,,
2597.86,,,,,6/11/2020 10:10,12,613,,,
46553.86,,,,,6/11/2020 12:13,10,196,,,
78710.38,,,,,6/11/2020 13:57,7,875,,,
8210.69,1.98,Fixed,35,95,6/11/2020 15:00,1,130,,,
22399.21,,,,,6/11/2020 16:29,10,687,,,
50800.91,1.77,Float,,,6/11/2020 16:29,13,687,,,
4896.9,,,,,6/11/2020 16:29,12,687,,,
8842.79,3.69,Float,14,56,6/11/2020 16:29,5,687,,,
171091.85,,,,,6/11/2020 16:29,9,687,,,
105020.72,,,,,6/11/2020 16:52,8,451,,,
10334.23,,,,,6/11/2020 16:52,9,451,,,
134255.56,,,,,6/11/2020 16:52,7,451,,,
8398.17,11.49,Fixed,,,6/11/2020 16:52,6,451,,,
223802.4,1.26,Fixed,,,6/11/2020 18:43,13,971,,,
792.7,,,,,6/11/2020 19:12,12,614,,,
6126.7,14.47,Fixed,,,6/11/2020 19:42,6,492,,,
5853.87,,,,,6/11/2020 22:16,12,922,,,
6490.54,26.4,Float,,,6/12/2020 0:42,6,626,,,
1322.23,,,,,6/12/2020 0:42,12,626,,,
26191.21,0.35,Fixed,47,16,6/12/2020 0:42,1,626,,,
102095.86,8.01,Fixed,216,49,6/12/2020 0:53,4,763,,,
7025.6,,,,,6/12/2020 1:58,10,770,,,
120331.57,0.36,Float,,,6/12/2020 3:52,13,228,,,
8521.94,,,,,6/12/2020 4:41,12,28,,,
9406.22,0.04,Fixed,,,6/12/2020 4:43,12,804,,,
227186.11,,,,,6/12/2020 5:31,9,640,,,
58269.66,,,,,6/12/2020 5:31,7,640,,,
19151.53,6.29,Float,38,66,6/12/2020 5:31,5,640,,,
5702.38,,,,,6/12/2020 5:31,12,640,,,
51186.96,,,,,6/12/2020 5:31,7,640,,,
146642.29,5.22,Fixed,201,25,6/12/2020 5:31,4,640,,,
137355.74,1.86,Fixed,,,6/12/2020 5:31,13,640,,,
106052.88,,,,,6/12/2020 5:56,7,406,,,
1052.28,,,,,6/12/2020 6:18,12,894,,,
4126.57,,,,,6/12/2020 7:51,12,1000,,,
6419.59,5.58,Float,36,7,6/12/2020 7:51,5,1000,,,
125.03,9.31,Fixed,120,66,6/12/2020 7:51,1,1000,,,
56748.11,1.36,Fixed,,,6/12/2020 7:51,13,1000,,,
185031.04,3.41,Fixed,72,20,6/12/2020 7:51,4,1000,,,
172964.77,0.12,Fixed,,,6/12/2020 7:59,13,695,,,
5178.15,,,,,6/12/2020 7:59,12,695,,,
79453.79,0.86,Fixed,,,6/12/2020 8:35,13,845,,,
94604.88,6.34,Float,18,69,6/12/2020 11:10,4,781,,,
5723.89,,,,,6/12/2020 11:10,10,781,,,
16970.54,3.8,Fixed,,,6/12/2020 11:10,14,781,,,
8164.87,,,,,6/12/2020 11:10,12,781,,,
217557.81,0.35,Fixed,,,6/12/2020 11:10,13,781,,,
295287.53,,,,,6/12/2020 11:10,9,781,,,
"570,811.73",6.36,Float,172,62,6/12/2020 11:41,2,918,,,
23830.72,1.07,Fixed,,,6/12/2020 13:39,13,765,,,
149887.09,,,,,6/12/2020 16:40,7,627,,,
2032.69,3.44,Float,30,71,6/12/2020 17:44,5,176,,,
7439.85,21.28,Fixed,,,6/12/2020 17:44,6,176,,,
442291.8,,,,,6/12/2020 17:44,9,176,,,
155207.23,0.37,Float,,,6/12/2020 17:44,13,176,,,
"470,374.46",6.3,Fixed,352,69,6/12/2020 17:44,2,176,,,
21551.1,,,,,6/12/2020 17:44,10,176,,,
11752.25,23.87,Float,,,6/12/2020 23:00,6,219,,,
3046.08,,,,,6/12/2020 23:00,12,219,,,
